WellName;TotalCells;InfectedCells;InfectionIndex;RelativeInfectionIndex;Log2RelativeInfectionIndex;Log2RelativeCellNumber;ZScore;MAD;Images;OligoNumber;PlateNumber;ReplicaNumber;BatchNumber;GeneData;WellRow;WellCol;Constant;BigNumber;Zero;JustNaN;SomeNaN;SomeBlanks;TextAndNumbers;JustInf;SomeInf;Blanks;SmallNumbers
K22;6550;164;0.025038;0.732286;-0.449522;0.801722;-0.317898;-0.645587;9;2;37;6;0;EDD;11;22;9;1.11E+15;0;NaN;-1.0258;1;51366;inf;-1.0258;1.000800014;-0.7745
K23;5256;273;0.051941;1.519096;0.603213;0.484192;0.50329;0.866348;9;2;37;6;0;Blank;11;23;9;1.11E+15;0;NaN;0.38703;;Blank;inf;0.38703;;-0.22899
K24;6111;202;0.033055;0.966756;-0.048776;0.701635;-0.005295;-0.070037;9;2;37;6;0;Blank;11;24;9;1.11E+15;0;NaN;-1.4028;;Blank;inf;-1.4028;;-0.49822
L01;5724;54;0.009434;0.275913;-1.857715;0.607251;-1.416361;-2.668031;9;2;37;6;0;Blank;12;1;9;1.11E+15;0;NaN;1.9366;;Blank;inf;1.9366;;0.50218
L02;6149;182;0.029598;0.865655;-0.208136;0.710579;-0.129604;-0.298909;9;2;37;6;0;Blank;12;2;9;1.11E+15;0;NaN;-0.70188;;Blank;inf;-0.70188;;-0.0056911
L03;3846;36;0.00936;0.273761;-1.869012;0.033586;-1.425174;-2.684256;9;2;37;6;0;TRAPPC4;12;3;9;1.11E+15;0;NaN;0.7491;1;51399;inf;0.7491;0.532670021;1.5674
L04;1601;56;0.034978;1.022998;0.032803;-1.2308;0.05834;0.047126;9;2;37;6;0;MYO3A;12;4;9;1.11E+15;0;NaN;1.0749;0.991959989;53904;inf;1.0749;0.316740006;0.72549
L05;1718;33;0.019208;0.561783;-0.831915;-1.129043;-0.616184;-1.194779;9;2;37;6;0;SCARA3;12;5;9;1.11E+15;0;NaN;1.9982;1;51435;inf;1.9982;1.155200005;4.7119
L06;4592;426;0.09277;2.713224;1.440008;0.28935;1.156034;2.068151;9;2;37;6;0;LOC54103;12;6;9;1.11E+15;0;NaN;-0.86303;1;54103;inf;-0.86303;0.594269991;0.15111
L07;4434;169;0.038115;1.114728;0.156692;0.238836;0.15498;0.225056;9;2;37;6;0;HSPC111;12;7;9;1.11E+15;0;NaN;0.13427;1;51491;inf;0.13427;0.905499995;-0.25484
L08;1177;11;0.009346;0.273334;-1.871261;-1.674659;-1.426928;-2.687486;9;2;37;6;0;GDAP1;12;8;9;1.11E+15;0;NaN;NaN;0.997789979;54332;inf;inf;0.838310003;0.14253
L09;3148;111;0.03526;1.031255;0.044402;-0.255338;0.067388;0.063784;9;2;37;6;0;SIRT6;12;9;9;1.11E+15;0;NaN;NaN;1;51548;inf;inf;0.985059977;-0.46758
L10;3733;65;0.017412;0.509253;-0.973546;-0.009438;-0.726664;-1.39819;9;2;37;6;0;FBXO42;12;10;9;1.11E+15;0;NaN;0.025277;0.999599993;54455;inf;0.025277;0.646019995;0.24932
L11;8446;10;0.001184;0.034628;-4.851919;1.168495;-3.751996;-6.968299;9;2;37;6;0;PCQAP;12;11;9;1.11E+15;0;NaN;NaN;0.998619974;51586;inf;inf;0.850769997;-1.8153
L12;4350;192;0.044138;1.290892;0.368368;0.211242;0.320099;0.529065;9;2;37;6;0;PRMT7;12;12;9;1.11E+15;0;NaN;NaN;1;54496;inf;inf;1.121799946;-0.65255
L13;1451;42;0.028946;0.846564;-0.240309;-1.372726;-0.154701;-0.345116;9;2;37;6;0;Pfs2;12;13;9;1.11E+15;0;NaN;NaN;0.997600019;51659;inf;inf;1.899399996;-0.81242
L14;3713;118;0.03178;0.929469;-0.105521;-0.017188;-0.049559;-0.151534;9;2;37;6;0;WDR5B;12;14;9;1.11E+15;0;NaN;-0.34243;0.99822998;54554;inf;-0.34243;0.683520019;-1.0045
L15;4159;178;0.042799;1.251725;0.323918;0.146464;0.285425;0.465225;9;2;37;6;0;CYB5R2;12;15;9;1.11E+15;0;NaN;0.88615;1;51700;inf;0.88615;0.878400028;-0.65575
L16;5949;155;0.026055;0.762019;-0.392101;0.662874;-0.273107;-0.56312;9;2;37;6;0;CROT;12;16;9;1.11E+15;0;NaN;NaN;1;54677;inf;inf;0.233960003;-0.29776
L17;3986;53;0.013297;0.388881;-1.3626;0.085169;-1.030146;-1.956948;9;2;37;6;0;CD244;12;17;9;1.11E+15;0;NaN;NaN;1;51744;inf;inf;0.824609995;-0.57682
L18;2735;70;0.025594;0.748546;-0.417836;-0.458232;-0.293182;-0.600081;9;2;37;6;0;IL17RD;12;18;9;1.11E+15;0;NaN;1.8499;1;54756;inf;1.8499;0.532959998;0.39481
L19;4199;29;0.006906;0.20199;-2.307643;0.160273;-1.767329;-3.314217;9;2;37;6;0;TUBA8;12;19;9;1.11E+15;0;NaN;0.63222;1;51807;inf;0.63222;2.333699942;-0.12286
L20;2495;166;0.066533;1.945878;0.960421;-0.590733;0.781931;1.379369;9;2;37;6;0;BSPRY;12;20;9;1.11E+15;0;NaN;0.21662;1;54836;inf;0.21662;0.802659988;-0.23363
L21;4210;233;0.055344;1.618646;0.694787;0.164047;0.574722;0.997867;9;2;37;6;0;MBD3;12;21;9;1.11E+15;0;NaN;-1.4094;1;53615;inf;-1.4094;0.704919994;-0.17085
L22;4615;105;0.022752;0.66542;-0.587664;0.296558;-0.425656;-0.843986;8;2;37;6;0;FLJ20315;12;22;9;9.88E+14;0;NaN;-0.5989;1;54894;inf;-0.5989;0.334360003;-0.060492
L23;7560;109;0.014418;0.42168;-1.245781;1.008613;-0.939021;-1.789172;9;2;37;6;0;Blank;12;23;9;1.11E+15;0;NaN;1.611;;Blank;inf;1.611;;0.94173
L24;6089;213;0.034981;1.023085;0.032926;0.696432;0.058436;0.047303;9;2;37;6;0;Blank;12;24;9;1.11E+15;0;NaN;0.98536;;Blank;inf;0.98536;;-0.025031
M01;1685;1;0.000593;0.017357;-5.848327;-1.157025;-4.529246;-8.399338;9;2;37;6;0;Blank;13;1;9;1.11E+15;0;NaN;-0.68507;;Blank;inf;-0.68507;;-0.032321
M02;5339;349;0.065368;1.911804;0.934935;0.506796;0.76205;1.342766;9;2;37;6;0;Blank;13;2;9;1.11E+15;0;NaN;0.076601;;Blank;inf;0.076601;;1.3008
M03;1910;358;0.187435;5.481856;2.454664;-0.9762;1.947518;3.525398;9;2;37;6;0;OCIL;13;3;9;1.11E+15;0;NaN;0.030388;1;29121;inf;0.030388;0.075681999;0.23512
M04;2137;360;0.16846;4.926925;2.300688;-0.814186;1.827408;3.304257;9;2;37;6;0;LAP3;13;4;9;1.11E+15;0;NaN;-1.1104;1;51056;inf;-1.1104;0.688510001;-0.52613
M05;3721;138;0.037087;1.084669;0.117255;-0.014083;0.124218;0.168417;9;2;37;6;0;SENP1;13;5;9;1.11E+15;0;NaN;0.71797;0.183430001;29843;inf;0.71797;3.239099979;0.076003
M06;3087;115;0.037253;1.08953;0.123706;-0.283568;0.129249;0.177681;9;2;37;6;0;CGI-63;13;6;9;1.11E+15;0;NaN;NaN;1;51102;inf;inf;0.813929975;-0.36952
M07;4819;189;0.03922;1.147051;0.19793;0.358961;0.187148;0.284281;9;2;37;6;0;LOH3CR2A;13;7;9;1.11E+15;0;NaN;NaN;0.998589993;29931;inf;inf;0.541670024;-1.1548
M08;5616;887;0.157942;4.619282;2.207669;0.57977;1.754848;3.170663;9;2;37;6;0;PHF11;13;8;9;1.11E+15;0;NaN;NaN;1;51131;inf;inf;2.373899937;-0.98955
M09;1802;157;0.087125;2.548137;1.349443;-1.060174;1.085388;1.938082;9;2;37;6;0;SLC25A24;13;9;9;1.11E+15;0;NaN;-2.1524;1;29957;inf;-2.1524;0.79418999;-1.2134
M10;3653;291;0.079661;2.329814;1.220215;-0.040691;0.984583;1.752484;9;2;37;6;0;NCB5OR;13;10;9;1.11E+15;0;NaN;-1.5949;1;51167;inf;-1.5949;0.572229981;-0.64253
M11;3799;117;0.030798;0.90073;-0.150834;0.015847;-0.084906;-0.216612;9;2;37;6;0;GLTSCR2;13;11;9;1.11E+15;0;NaN;-0.5515;1;29997;inf;-0.5515;1.199200034;0.57775
M12;4026;476;0.118231;3.45789;1.789892;0.099574;1.428961;2.570653;9;2;37;6;0;HERC5;13;12;9;1.11E+15;0;NaN;-0.0035112;1;51191;inf;-0.0035112;0.202169999;-0.74182
M13;1464;30;0.020492;0.599319;-0.738604;-1.359858;-0.543397;-1.060766;9;2;37;6;0;KCNIP2;13;13;9;1.11E+15;0;NaN;-1.5404;1;30819;inf;-1.5404;0.824220002;-0.1056
M14;4574;184;0.040227;1.176521;0.234527;0.283683;0.215696;0.336842;9;2;37;6;0;PHF20;13;14;9;1.11E+15;0;NaN;-0.28666;0.998839974;51230;inf;-0.28666;1.921499968;0.19312
M15;4614;483;0.104681;3.061593;1.614283;0.296245;1.291977;2.318444;9;2;37;6;0;KLK12;13;15;9;1.11E+15;0;NaN;0.98992;1;43849;inf;0.98992;0.976700008;0.13414
M16;3110;223;0.071704;2.097116;1.068407;-0.272859;0.866165;1.534458;9;2;37;6;0;ANKMY1;13;16;9;1.11E+15;0;NaN;1.0745;0.320650011;51281;inf;1.0745;2.227600098;0.063438
M17;3212;307;0.095579;2.79538;1.483044;-0.226301;1.189604;2.129959;9;2;37;6;0;UBQLN3;13;17;9;1.11E+15;0;NaN;0.89038;0.153850004;50613;inf;0.89038;2.414000034;0.66602
M18;4143;390;0.094135;2.753136;1.461076;0.140903;1.172467;2.098408;9;2;37;6;0;KCNK9;13;18;9;1.11E+15;0;NaN;NaN;1;51305;inf;inf;2.118099928;-0.11421
M19;2810;68;0.024199;0.707751;-0.498686;-0.419203;-0.356248;-0.716197;9;2;37;6;0;RDH8;13;19;9;1.11E+15;0;NaN;0.12276;1;50700;inf;0.12276;0.737640023;-0.27725
M20;935;136;0.145455;4.254076;2.088846;-2.006735;1.66216;3.00001;9;2;37;6;0;LOC51321;13;20;9;1.11E+15;0;NaN;0.21016;1;51321;inf;0.21016;1.101199985;0.10657
M21;4338;231;0.05325;1.557401;0.63914;0.207257;0.531315;0.917947;9;2;37;6;0;IMPG2;13;21;9;1.11E+15;0;NaN;-1.54;0.998359978;50939;inf;-1.54;0.53767997;-0.2622
M22;5841;147;0.025167;0.736051;-0.442122;0.636442;-0.312125;-0.634959;9;2;37;6;0;MRPS17;13;22;9;1.11E+15;0;NaN;0.042889;1;51373;inf;0.042889;0.414099991;-0.82956
M23;5005;264;0.052747;1.542687;0.625445;0.413597;0.520632;0.898278;9;2;37;6;0;Scrambled;13;23;9;1.11E+15;0;NaN;-0.29957;;Scrambled;inf;-0.29957;;-1.0207
M24;4319;57;0.013197;0.385984;-1.373386;0.200924;-1.03856;-1.972439;8;2;37;6;0;Scrambled;13;24;9;9.88E+14;0;NaN;-0.95729;;Scrambled;inf;-0.95729;;-1.512
N01;5720;11;0.001923;0.056244;-4.152162;0.606242;-3.206149;-5.96331;9;2;37;6;0;Blank;14;1;9;1.11E+15;0;NaN;-1.0396;;Blank;inf;-1.0396;;-0.12514
N02;5764;543;0.094205;2.755204;1.462159;0.617297;1.173313;2.099965;9;2;37;6;0;Blank;14;2;9;1.11E+15;0;NaN;-0.55832;;Blank;inf;-0.55832;;-0.53527
N03;661;49;0.07413;2.168066;1.116409;-2.507051;0.903609;1.603399;9;2;37;6;0;HEMK1;14;3;9;1.11E+15;0;NaN;-0.12889;1;51409;inf;-0.12889;1.61559999;-0.99981
N04;1209;28;0.02316;0.677345;-0.562038;-1.635959;-0.405666;-0.807183;9;2;37;6;0;DUOX1;14;4;9;1.11E+15;0;NaN;1.1321;0.997009993;53905;inf;1.1321;0.41613999;-0.38939
N05;4618;73;0.015808;0.462324;-1.113022;0.297495;-0.835463;-1.598505;8;2;37;6;0;GULP1;14;5;9;9.88E+14;0;NaN;-0.045098;1;51454;inf;-0.045098;2.096800089;0.70318
N06;4528;202;0.044611;1.304737;0.383759;0.269101;0.332104;0.551168;9;2;37;6;0;TLR9;14;6;9;1.11E+15;0;NaN;-0.13277;1;54106;inf;-0.13277;0.520420015;-0.84281
N07;3266;486;0.148806;4.352092;2.121709;-0.202248;1.687795;3.047208;9;2;37;6;0;GTSE1;14;7;9;1.11E+15;0;NaN;0.058147;1;51512;inf;0.058147;0.761370003;0.26066
N08;4190;152;0.036277;1.060981;0.085399;0.157177;0.099368;0.122664;9;2;37;6;0;C17;14;8;9;1.11E+15;0;NaN;-0.60651;1;54360;inf;-0.60651;0.818889976;0.69191
N09;1983;74;0.037317;1.091408;0.12619;-0.922088;0.131187;0.181249;9;2;37;6;0;RAB14;14;9;9;1.11E+15;0;NaN;-0.51134;1;51552;inf;-0.51134;1.238100052;2.1192
N10;2352;52;0.022109;0.646612;-0.629027;-0.675885;-0.457921;-0.903392;9;2;37;6;0;FBXW5;14;10;9;1.11E+15;0;NaN;NaN;1;54461;inf;inf;0.734920025;1.3176
N11;3080;532;0.172727;5.051716;2.336773;-0.286843;1.855557;3.356083;9;2;37;6;0;TRIM33;14;11;9;1.11E+15;0;NaN;-0.49723;1;51592;inf;-0.49723;0.625500023;-1.104
N12;5114;183;0.035784;1.04657;0.065669;0.444679;0.083978;0.094329;9;2;37;6;0;SMOX;14;12;9;1.11E+15;0;NaN;-0.83289;0.0051724;54498;inf;-0.83289;0.987999976;-2.7705
N13;5096;188;0.036892;1.078963;0.109645;0.439592;0.118281;0.157487;9;2;37;6;0;FKBP7;14;13;9;1.11E+15;0;NaN;-0.55694;0.997409999;51661;inf;-0.55694;2.170799971;0.14826
N14;4809;137;0.028488;0.833189;-0.263284;0.355964;-0.172622;-0.378112;9;2;37;6;0;ING3;14;14;9;1.11E+15;0;NaN;NaN;0.992269993;54556;inf;inf;2.56520009;1.7057
N15;3717;181;0.048695;1.424177;0.510129;-0.015634;0.430679;0.73266;9;2;37;6;0;NQO3A2;14;15;9;1.11E+15;0;NaN;-1.1629;0.022581;51706;inf;-1.1629;0.972000003;0.36073
N16;4747;185;0.038972;1.139805;0.188787;0.337243;0.180016;0.27115;9;2;37;6;0;PH-4;14;16;9;1.11E+15;0;NaN;NaN;1;54681;inf;inf;0.548590004;0.69217
N17;2589;230;0.088837;2.598207;1.377516;-0.537378;1.107287;1.978401;9;2;37;6;0;RTEL1;14;17;9;1.11E+15;0;NaN;-0.092084;1;51750;inf;-0.092084;0.860230029;-1.6395
N18;5263;142;0.026981;0.789102;-0.341717;0.486112;-0.233805;-0.490758;9;2;37;6;0;PCSK4;14;18;9;1.11E+15;0;NaN;0.47469;1;54760;inf;0.47469;3.533900023;-0.20148
N19;6007;145;0.024139;0.705973;-0.502314;0.676872;-0.359079;-0.721408;8;2;37;6;0;CECR1;14;19;9;9.88E+14;0;NaN;0.52601;1;51816;inf;0.52601;1.211099982;-0.67922
N20;6765;185;0.027347;0.799801;-0.322287;0.848317;-0.218648;-0.462853;9;2;37;6;0;APTX;14;20;9;1.11E+15;0;NaN;0.53468;1;54840;inf;0.53468;0.363200009;-1.1439
N21;4886;37;0.007573;0.221476;-2.174779;0.378881;-1.663688;-3.123398;9;2;37;6;0;ADAM22;14;21;9;1.11E+15;0;NaN;-0.11655;1;53616;inf;-0.11655;1.254799962;-0.51731
N22;2596;61;0.023498;0.687232;-0.541132;-0.533483;-0.389358;-0.777157;9;2;37;6;0;WHSC1L1;14;22;9;1.11E+15;0;NaN;-1.5206;0.998709977;54904;inf;-1.5206;3.427599907;-0.92501
N23;4916;363;0.073841;2.159597;1.110762;0.387712;0.899204;1.595289;9;2;37;6;0;Scrambled;14;23;9;1.11E+15;0;NaN;NaN;;Scrambled;inf;inf;;0.52807
N24;5294;550;0.103891;3.038482;1.603351;0.494585;1.283449;2.302743;9;2;37;6;0;Scrambled;14;24;9;1.11E+15;0;NaN;0.20007;;Scrambled;inf;0.20007;;-1.1907
O01;5919;3;0.000507;0.014824;-6.07597;0.65558;-4.706819;-8.726278;9;2;37;6;0;Blank;15;1;9;1.11E+15;0;NaN;2.4178;;Blank;inf;2.4178;;1.0311
O02;6015;256;0.04256;1.24475;0.315857;0.678792;0.279137;0.453647;9;2;37;6;0;Blank;15;2;9;1.11E+15;0;NaN;-0.14377;;Blank;inf;-0.14377;;1.4872
O03;3272;72;0.022005;0.643572;-0.635826;-0.1996;-0.463225;-0.913157;9;2;37;6;0;TSP50;15;3;9;1.11E+15;0;NaN;NaN;1;29122;inf;inf;1.782999992;-0.65665
O04;729;12;0.016461;0.481428;-1.054607;-2.365782;-0.789896;-1.514609;9;2;37;6;0;TLP19;15;4;9;1.11E+15;0;NaN;0.97232;0.674759984;51060;inf;0.97232;1.087200046;-1.0744
O05;2037;41;0.020128;0.588669;-0.764473;-0.883327;-0.563576;-1.097919;9;2;37;6;0;TRPM5;15;5;9;1.11E+15;0;NaN;NaN;0.025773;29850;inf;inf;1.576799989;0.2761
O06;2564;88;0.034321;1.003789;0.005457;-0.551377;0.037009;0.007852;9;2;37;6;0;PHF20L1;15;6;9;1.11E+15;0;NaN;NaN;0.940140009;51105;inf;inf;1.825000048;0.41717
O07;4947;188;0.038003;1.11146;0.152456;0.396781;0.151676;0.218972;9;2;37;6;0;LOH3CR2A;15;7;9;1.11E+15;0;NaN;0.85497;1;29931;inf;0.85497;0.241459996;-0.91553
O08;3565;192;0.053857;1.575142;0.655482;-0.075871;0.544062;0.941416;9;2;37;6;0;RNF12;15;8;9;1.11E+15;0;NaN;-0.99197;0.721029997;51132;inf;-0.99197;1.245900035;0.68132
O09;1211;6;0.004955;0.144906;-2.786815;-1.633574;-2.141108;-4.002402;9;2;37;6;0;LRP12;15;9;9;1.11E+15;0;NaN;-0.65422;1;29967;inf;-0.65422;0.957920015;-0.47301
O10;2726;113;0.041453;1.212357;0.277815;-0.462988;0.249462;0.399012;9;2;37;6;0;DHRS8;15;10;9;1.11E+15;0;NaN;1.2018;1;51170;inf;1.2018;2.526599884;1.9162
O11;975;12;0.012308;0.35996;-1.47409;-1.946299;-1.117114;-2.11707;9;2;37;6;0;GLTSCR1;15;11;9;1.11E+15;0;NaN;-0.44398;1;29998;inf;-0.44398;0.848060012;-0.65207
O12;4631;492;0.106241;3.107193;1.635612;0.301551;1.308615;2.349077;9;2;37;6;0;CKLF;15;12;9;1.11E+15;0;NaN;NaN;1;51192;inf;inf;2.484200001;0.52562
O13;2714;54;0.019897;0.581918;-0.781112;-0.469352;-0.576555;-1.121816;9;2;37;6;0;KCNIP1;15;13;9;1.11E+15;0;NaN;-1.7562;0.995850027;30820;inf;-1.7562;2.173099995;0.54959
O14;5328;46;0.008634;0.252506;-1.985611;0.503821;-1.516127;-2.851714;9;2;37;6;0;CRIM1;15;14;9;1.11E+15;0;NaN;0.8054;0.996230006;51232;inf;0.8054;0.397190005;-0.015319
O15;4737;163;0.03441;1.00638;0.009176;0.334201;0.03991;0.013193;9;2;37;6;0;RRM2B;15;15;9;1.11E+15;0;NaN;-1.004;0.10469;50484;inf;-1.004;1.096699953;1.0897
O16;5456;306;0.056085;1.640307;0.713966;0.538071;0.589683;1.02541;9;2;37;6;0;BFAR;15;16;9;1.11E+15;0;NaN;1.2825;1;51283;inf;1.2825;1.183400035;-1.0953
O17;4366;415;0.095053;2.779984;1.475077;0.216539;1.183389;2.118516;9;2;37;6;0;IL21R;15;17;9;1.11E+15;0;NaN;0.56893;1;50615;inf;0.56893;1.802800059;-0.36161
O18;1684;65;0.038599;1.128884;0.174897;-1.157881;0.169181;0.251202;9;2;37;6;0;C5orf19;15;18;9;1.11E+15;0;NaN;-0.61262;1;51308;inf;-0.61262;0.372689992;-0.80028
O19;3443;275;0.079872;2.336004;1.224043;-0.126107;0.987569;1.757982;9;2;37;6;0;KCNK4;15;19;9;1.11E+15;0;NaN;1.2971;1;50801;inf;1.2971;1.580600023;-0.49448
O20;2698;244;0.090437;2.645001;1.403268;-0.477883;1.127374;2.015385;9;2;37;6;0;TNFRSF12A;15;20;9;1.11E+15;0;NaN;0.76364;1;51330;inf;0.76364;1.085999966;1.3299
O21;5370;195;0.036313;1.062034;0.08683;0.515149;0.100484;0.124719;9;2;37;6;0;PDE11A;15;21;9;1.11E+15;0;NaN;-0.51738;0.865670025;50940;inf;-0.51738;0.425390005;0.39623
O22;1591;96;0.060339;1.764733;0.81945;-1.239839;0.671966;1.176907;9;2;37;6;0;C2orf28;15;22;9;1.11E+15;0;NaN;1.8736;1;51374;inf;1.8736;0.748730004;0.094854
O23;5295;116;0.021907;0.640723;-0.642228;0.494858;-0.468219;-0.922352;9;2;37;6;0;GFP;15;23;9;1.11E+15;0;NaN;-0.55886;;GFP;inf;-0.55886;;-0.98851
O24;6219;73;0.011738;0.343305;-1.542437;0.72691;-1.170428;-2.215229;8;2;37;6;0;GFP;15;24;9;9.88E+14;0;NaN;1.2696;;GFP;inf;1.2696;;0.55153
P01;4443;36;0.008103;0.236976;-2.077188;0.241761;-1.587562;-2.983237;9;2;37;6;0;Blank;16;1;9;1.11E+15;0;NaN;0.23931;;Blank;inf;0.23931;;-0.023164
P02;5301;119;0.022449;0.656549;-0.607025;0.496491;-0.440759;-0.871794;9;2;37;6;0;Blank;16;2;9;1.11E+15;0;NaN;0.3575;;Blank;inf;0.3575;;-2.3452
P03;3245;103;0.031741;0.928326;-0.107297;-0.211555;-0.050945;-0.154084;9;2;37;6;0;ACTL6B;16;3;9;1.11E+15;0;NaN;-2.5834;0.997470021;51412;inf;-2.5834;0.429419994;2.4272
P04;1976;28;0.01417;0.414428;-1.270807;-0.92719;-0.958543;-1.825115;9;2;37;6;0;RAB4B;16;4;9;1.11E+15;0;NaN;NaN;0.993200004;53916;inf;inf;0.823819995;-1.696
P05;2005;106;0.052868;1.546213;0.62874;-0.906171;0.523202;0.903009;9;2;37;6;0;REV1L;16;5;9;1.11E+15;0;NaN;-1.2625;1;51455;inf;-1.2625;1.334200025;1.1158
P06;4493;268;0.059648;1.744522;0.802831;0.257906;0.659003;1.153039;9;2;37;6;0;RP42;16;6;9;1.11E+15;0;NaN;NaN;0.205709994;54165;inf;inf;4.052999973;1.4558
P07;4987;120;0.024063;0.703752;-0.50686;0.408399;-0.362625;-0.727937;9;2;37;6;0;ETV7;16;7;9;1.11E+15;0;NaN;-1.646;0.997609973;51513;inf;-1.646;0.929639995;0.6971
P08;4813;155;0.032204;0.941876;-0.086391;0.357163;-0.034637;-0.124059;9;2;37;6;0;WNT4;16;8;9;1.11E+15;0;NaN;NaN;1;54361;inf;inf;0.660870016;-0.97955
P09;4736;151;0.031883;0.932488;-0.100843;0.333896;-0.04591;-0.144816;9;2;37;6;0;PEX5L;16;9;9;1.11E+15;0;NaN;-0.020268;1;51555;inf;-0.020268;0.354829997;0.83762
P10;4137;110;0.026589;0.777652;-0.362804;0.138812;-0.250253;-0.521043;9;2;37;6;0;KIAA1128;16;10;9;1.11E+15;0;NaN;0.19918;0.998849988;54462;inf;0.19918;0.919550002;-0.80974
P11;4894;382;0.078055;2.28285;1.190836;0.381241;0.961666;1.710291;9;2;37;6;0;LISCH7;16;11;9;1.11E+15;0;NaN;1.328;1;51599;inf;1.328;0.666360021;-0.50642
P12;6642;163;0.024541;0.717739;-0.478468;0.821845;-0.340478;-0.68716;9;2;37;6;0;CPVL;16;12;9;1.11E+15;0;NaN;0.28253;1;54504;inf;0.28253;1.366400003;-0.99547
P13;4618;248;0.053703;1.570637;0.651349;0.297495;0.540839;0.935481;9;2;37;6;0;ASB1;16;13;9;1.11E+15;0;NaN;-0.057026;0.232429996;51665;inf;-0.057026;2.807699919;-0.27114
P14;5775;110;0.019048;0.557081;-0.84404;0.620048;-0.625642;-1.212193;9;2;37;6;0;DLL4;16;14;9;1.11E+15;0;NaN;NaN;1;54567;inf;inf;0.425060004;0.43404
P15;5427;339;0.062465;1.826913;0.869408;0.530382;0.710936;1.248656;9;2;37;6;0;RAB23;16;15;9;1.11E+15;0;NaN;0.37682;1;51715;inf;0.37682;0.807449996;-0.62994
P16;3677;83;0.022573;0.66018;-0.599068;-0.031244;-0.434552;-0.860366;9;2;37;6;0;CNGB3;16;16;9;1.11E+15;0;NaN;NaN;1;54714;inf;inf;0.822409987;-0.35398
P17;3932;203;0.051628;1.509943;0.594494;0.06549;0.496488;0.853826;9;2;37;6;0;ARTS-1;16;17;9;1.11E+15;0;NaN;-0.66943;1;51752;inf;-0.66943;0.977400005;-1.1184
P18;4233;333;0.078668;2.300774;1.202119;0.171907;0.970468;1.726495;9;2;37;6;0;ROPN1;16;18;9;1.11E+15;0;NaN;0.39614;1;54763;inf;0.39614;0.85473001;-1.0119
P19;1430;72;0.05035;1.472565;0.558331;-1.393758;0.46828;0.801889;9;2;37;6;0;IL17D;16;19;9;1.11E+15;0;NaN;-0.22429;1;53342;inf;-0.22429;0.787140012;-0.55426
P20;4682;79;0.016873;0.493485;-1.018923;0.317352;-0.76206;-1.46336;9;2;37;6;0;FBXL12;16;20;9;1.11E+15;0;NaN;-1.6022;0.268040001;54850;inf;-1.6022;0.583999991;0.91324
P21;1064;74;0.069549;2.03408;1.024377;-1.820275;0.831819;1.471222;9;2;37;6;0;PTOV1;16;21;9;1.11E+15;0;NaN;NaN;1;53635;inf;inf;0.854780018;2.0911
P22;999;54;0.054054;1.580907;0.660752;-1.911217;0.548173;0.948986;9;2;37;6;0;CYP2W1;16;22;9;1.11E+15;0;NaN;NaN;1;54905;inf;inf;2.068200111;-0.41971
P23;5812;79;0.013593;0.397539;-1.330833;0.629262;-1.005366;-1.911324;9;2;37;6;0;GFP;16;23;9;1.11E+15;0;NaN;NaN;;GFP;inf;inf;;-0.20974
P24;5412;205;0.037879;1.107832;0.14774;0.526389;0.147997;0.212198;9;2;37;6;0;GFP;16;24;9;1.11E+15;0;NaN;-0.017793;;GFP;inf;-0.017793;;1.8251
