WellName;TotalCells;InfectedCells;InfectionIndex;RelativeInfectionIndex;Log2RelativeInfectionIndex;Log2RelativeCellNumber;ZScore;MAD;Images;OligoNumber;PlateNumber;ReplicaNumber;BatchNumber;GeneData;GeneID;WellRow;WellCol;Path;ImageIndices;RawImages;BigNumber;Zero
O18;1684;65;0.038599;1.128884;0.174897;-1.157881;0.169181;0.251202;9;2;37;6;0;C5orf19;51308;15;18; ; ;9;1.11E+15;0
O19;3443;275;0.079872;2.336004;1.224043;-0.126107;0.987569;1.757982;9;2;37;6;0;KCNK4;50801;15;19; ; ;9;1.11E+15;0
O20;2698;244;0.090437;2.645001;1.403268;-0.477883;1.127374;2.015385;9;2;37;6;0;TNFRSF12A;51330;15;20; ; ;9;1.11E+15;0
O21;5370;195;0.036313;1.062034;0.08683;0.515149;0.100484;0.124719;9;2;37;6;0;PDE11A;50940;15;21; ; ;9;1.11E+15;0
O22;1591;96;0.060339;1.764733;0.81945;-1.239839;0.671966;1.176907;9;2;37;6;0;C2orf28;51374;15;22; ; ;9;1.11E+15;0
O23;5295;116;0.021907;0.640723;-0.642228;0.494858;-0.468219;-0.922352;9;2;37;6;0;GFP;GFP;15;23; ; ;9;1.11E+15;0
O24;6219;73;0.011738;0.343305;-1.542437;0.72691;-1.170428;-2.215229;8;2;37;6;0;GFP;GFP;15;24; ; ;9;9.88E+14;0
P01;4443;36;0.008103;0.236976;-2.077188;0.241761;-1.587562;-2.983237;9;2;37;6;0;Blank;Blank;16;1; ; ;9;1.11E+15;0
P02;5301;119;0.022449;0.656549;-0.607025;0.496491;-0.440759;-0.871794;9;2;37;6;0;Blank;Blank;16;2; ; ;9;1.11E+15;0
P03;3245;103;0.031741;0.928326;-0.107297;-0.211555;-0.050945;-0.154084;9;2;37;6;0;ACTL6B;51412;16;3; ; ;9;1.11E+15;0
P04;1976;28;0.01417;0.414428;-1.270807;-0.92719;-0.958543;-1.825115;9;2;37;6;0;RAB4B;53916;16;4; ; ;9;1.11E+15;0
P05;2005;106;0.052868;1.546213;0.62874;-0.906171;0.523202;0.903009;9;2;37;6;0;REV1L;51455;16;5; ; ;9;1.11E+15;0
P06;4493;268;0.059648;1.744522;0.802831;0.257906;0.659003;1.153039;9;2;37;6;0;RP42;54165;16;6; ; ;9;1.11E+15;0
P07;4987;120;0.024063;0.703752;-0.50686;0.408399;-0.362625;-0.727937;9;2;37;6;0;ETV7;51513;16;7; ; ;9;1.11E+15;0
P08;4813;155;0.032204;0.941876;-0.086391;0.357163;-0.034637;-0.124059;9;2;37;6;0;WNT4;54361;16;8; ; ;9;1.11E+15;0
P09;4736;151;0.031883;0.932488;-0.100843;0.333896;-0.04591;-0.144816;9;2;37;6;0;PEX5L;51555;16;9; ; ;9;1.11E+15;0
P10;4137;110;0.026589;0.777652;-0.362804;0.138812;-0.250253;-0.521043;9;2;37;6;0;KIAA1128;54462;16;10; ; ;9;1.11E+15;0
P11;4894;382;0.078055;2.28285;1.190836;0.381241;0.961666;1.710291;9;2;37;6;0;LISCH7;51599;16;11; ; ;9;1.11E+15;0
P12;6642;163;0.024541;0.717739;-0.478468;0.821845;-0.340478;-0.68716;9;2;37;6;0;CPVL;54504;16;12; ; ;9;1.11E+15;0
P13;4618;248;0.053703;1.570637;0.651349;0.297495;0.540839;0.935481;9;2;37;6;0;ASB1;51665;16;13; ; ;9;1.11E+15;0
P14;5775;110;0.019048;0.557081;-0.84404;0.620048;-0.625642;-1.212193;9;2;37;6;0;DLL4;54567;16;14; ; ;9;1.11E+15;0
P15;5427;339;0.062465;1.826913;0.869408;0.530382;0.710936;1.248656;9;2;37;6;0;RAB23;51715;16;15; ; ;9;1.11E+15;0
P16;3677;83;0.022573;0.66018;-0.599068;-0.031244;-0.434552;-0.860366;9;2;37;6;0;CNGB3;54714;16;16; ; ;9;1.11E+15;0
P17;3932;203;0.051628;1.509943;0.594494;0.06549;0.496488;0.853826;9;2;37;6;0;ARTS-1;51752;16;17; ; ;9;1.11E+15;0
P18;4233;333;0.078668;2.300774;1.202119;0.171907;0.970468;1.726495;9;2;37;6;0;ROPN1;54763;16;18; ; ;9;1.11E+15;0
P19;1430;72;0.05035;1.472565;0.558331;-1.393758;0.46828;0.801889;9;2;37;6;0;IL17D;53342;16;19; ; ;9;1.11E+15;0
P20;4682;79;0.016873;0.493485;-1.018923;0.317352;-0.76206;-1.46336;9;2;37;6;0;FBXL12;54850;16;20; ; ;9;1.11E+15;0
P21;1064;74;0.069549;2.03408;1.024377;-1.820275;0.831819;1.471222;9;2;37;6;0;PTOV1;53635;16;21; ; ;9;1.11E+15;0
P22;999;54;0.054054;1.580907;0.660752;-1.911217;0.548173;0.948986;9;2;37;6;0;CYP2W1;54905;16;22; ; ;9;1.11E+15;0
P23;5812;79;0.013593;0.397539;-1.330833;0.629262;-1.005366;-1.911324;9;2;37;6;0;GFP;GFP;16;23; ; ;9;1.11E+15;0
P24;5412;205;0.037879;1.107832;0.14774;0.526389;0.147997;0.212198;9;2;37;6;0;GFP;GFP;16;24; ; ;9;1.11E+15;0
